"TITLE","YEAR","HAS_ANNOTATION","DETECTED_METHODS","CONFIDENCE","VOI","BAYESIAN","SIMULATION","UNCERTAINTY"
"Energy {Efficiency} {Policy} in {Arizona} {Public} {Participation} and {Expert} {Consultation} in the {Policy} {Implementation} {Process}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision-making amplification under uncertainty: {An} exploratory study of behavioral similarity and intelligent decision support systems",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Assessing personalized medicines in {Australia}: a national framework for reviewing codependent technologies",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Assessing the impact of digital procurement via {Mobile} phone on the agribusiness of rural {Bangladesh}: a decision-analytic approach",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A fish-based index of estuarine ecological quality incorporating information from both scientific fish survey and experts knowledge",2013,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Coronary computed tomography versus exercise testing in patients with stable chest pain: comparative effectiveness and costs",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Targets for global climate policy: {An} overview",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision {Analysis} {Today}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The recalibrated and copula opinion pools",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Management of {Public} {Information} {Quality} versus {Decision}-{Making} {Process} in {Human} {Resources} {Management}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Assessing risks to endangered and threatened species from pesticides",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Understanding {Preparedness} for {Natural} {Hazards}: {A} cross cultural comparison",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modelling {Algorithm} {Pathways} in {Guidelines} study protocol",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{DECISION} {MAKING} {STRATEGIES} {FOR} {ENVIRONMENTAL} {MANAGEMENT}",2013,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Assessing the value of cooperation and information exchange in large water resources systems by agent-based optimization",2013,FALSE,"simulation; optimization","high",FALSE,FALSE,FALSE,FALSE
"The value of sharing planning information in supply chains",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An ontological analysis of uncertainty in soft data",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"A clinical decision support system using decision tree and expert opinion in rectal cancer treatment",2013,FALSE,"decision_analysis","high",FALSE,FALSE,FALSE,FALSE
"Modelling the cost effectiveness of disease-modifying treatments for multiple sclerosis: issues to consider",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Performance evaluation of imputation based on {Bayesian} {Networks}",2013,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Climate change vulnerability assessments as catalysts for social learning: four case studies in south-eastern {Australia}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Value of research and value of development in early assessments of new medical technologies",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Climate policy under uncertain and heterogeneous climate damages",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Maximum survival of eggs as the key parameter of stock–recruit meta-analysis: accounting for parameter and structural uncertainty",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"How the {Patient}-{Centered} {Outcomes} {Research} {Institute} is engaging patients and others in shaping its research agenda",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"How to {Decide} {Whether} to {Move} {Species} {Threatened} by {Climate}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Evaluating the cost-effectiveness of diagnostic tests in combination: is it important to allow for performance dependency?",2013,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Evidence synthesis for decision making 3: heterogeneity—subgroups, meta-regression, bias, and bias-adjustment",2013,FALSE,"statistical","high",FALSE,FALSE,FALSE,FALSE
"A prediction system for home appliance usage",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Where are we on “risk-sharing” agreements?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Estimating {Bayesian} decision problems with heterogeneous priors",2013,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"The organizational roles of communications and public relations practitioners",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Revisiting the {JDL} model for information {Exploitation}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A framework for fit-for-purpose dose response assessment",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Policy {Expensive} {Medicines}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Policymaker, please consider your needs carefully: {Does} outcomes research of bortezomib in relapsed or refractory multiple myeloma reduce policymaker uncertainty?",NA,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Bayesian network integrated testing strategy and beyond",2013,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"A {DDDAMS}-based planning and control framework for surveillance and crowd control via {UAVs} and {UGVs}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{HEDS} {Discussion} {Paper}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Managing ecological systems with unknown threshold locations",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Survival analysis for economic evaluations alongside clinical trials—extrapolation with patient-level data: inconsistencies, limitations, and a practical guide",2013,FALSE,"statistical","high",FALSE,FALSE,FALSE,FALSE
"Adaptive management: where are we now?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Why {Do} {We} {Need} {Human} {Dimensions} for the {FUTURE} {Program}?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Policy evaluation for instrumented structures under seismic risk",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{VASSAR}: {Value} assessment of system architectures using rules",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{URREF} reliability versus credibility in information fusion ({STANAG} 2511)",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Methods and workflow for spatial conservation prioritization using {Zonation}",2013,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"New anticoagulants as thromboprophylaxis after total hip or knee replacement",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Verbatim {Quotes} for {Key} {Themes}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Bayesian integrated testing strategy to assess skin sensitization potency: from theory to practice",2013,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"A {Bayesian} probabilistic approach for impacts of sea level rise on coastal engineering design practice",2013,FALSE,"bayesian","high",FALSE,TRUE,FALSE,TRUE
"{EPA} {Forms} {New} {Policy} {Workgroup} {To} {Review} {National} {Academies}' {Reports}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Combining expert knowledge and local data for improved service life modeling of water supply networks",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Closed-loop supply chains: a critical review, and future research",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Managing the continuum: certainty, uncertainty, unpredictability in large engineering projects",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Inferring {Anomalies} from {Data} using {Bayesian} {Networks}",2013,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Enhancing home based care for {HIV} patients using an advisory expert system",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Prohibitions on false and unsubstantiated claims: {Inducing} the acquisition and revelation of information through competition policy",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{QUESTIONS} {OF} {COMPETENCE}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A dual-perspective approach to understanding collegial information mediation in the workplace",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Materiality and assurance: {Building} the link",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Managing information systems: {Ten} essential topics",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Adaptive {Data} {Governance}: {The} {AT}-{EASE} {Change} {Management} {Approach}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Governance mechanisms in the physician–patient relationship: a literature review and conceptual framework",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Adoption of human resource information systems innovation in {Pakistani} organizations",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information sharing policies based on tokens to improve supply chain performances",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Efficacy and cost-effectiveness of new oral anticoagulants compared to warfarin for the prevention of stroke in patients with atrial fibrillation",2013,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Evaluation of a smart parking system",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Open government data: {Towards} empirical analysis of open government data initiatives",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Poultry supply chain: {A} system approach",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Constructing {Cassandra}: reframing intelligence failure at the {CIA}, 1947–2001",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A literature review on business process management, business process reengineering, and business process innovation",2013,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Marine informational governance, a conceptual framework",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Risk management for contaminated sediments",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Essays on voting, cheap talk and information transmission",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ENVIRONMENTAL} {AND} {CONVENTIONAL} {INVESTING} {APPROACHES}: {ARE} {FIDUCIARIES}’{DECISIONS} {INFLUENCED} {BY} {MARKET}-{BASED} {ENVIRONMENTAL} {POLICY} {INSTRUMENTS}?",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Application of the {ELOHA} framework to regulated rivers in the {Upper} {Tennessee} {River} {Basin}: a case study",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Can and should value-based pricing be applied to molecular diagnostics?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Gay {Lea} {Foods}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Optimization of replenishment policies for decentralized and centralized capacitated supply chains under various demands",2013,FALSE,"optimization","high",FALSE,FALSE,FALSE,FALSE
"Assessing the indicators of reuse intention of mobile services",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Industry specific information content of financial ratios and financial distress modeling",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The bullwhip effect in supply chains: a study of contingent and incomplete literature",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Building {AdAptive} {CApACity} to {ClimAte} {ChAnge}: {Contributions} from {Australia}’s",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"5. {Towards} principles and standards for the benefit—cost analysis of safety",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Analytics {Beyond} {R} 2: {Year} {One}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Portfolio {Modeling} in {Environmental} {Decision} {Making}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Melding regulatory, pharmaceutical industry, and {US} payer perspectives on improving approaches to heterogeneity of treatment effect in research and practice",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Socio-{Political} {Processes} and {Plan} {Management} in {Controversial} {Settings} {Applied} to the {Plan} for {Long}-{Term} {Management} of {Type} {B} \& {C} {Waste}: {Summary} {Report}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost–effectiveness of using {CYP2C19} genotype to guide selection of clopidogrel or ticagrelor in {Australia}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"analysis: {Environmental} health",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modeling key uncertainties in technology development: {The} case of {Twente} {Photoacoustic} {Mammoscope} ({PAM})",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An efficient frontier in organization design: {Organizational} structure as a determinant of exploration and exploitation",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ICES} {Press}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Complex adaptive innovation systems: {Relatedness} and transversality in the evolving region",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The perception of the public participation approach applied to water management in {Jordan}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Economic modelling of diagnostic and treatment pathways in {NICE} clinical guidelines: the {MAPGuide} project",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Identifying {Structural} {Models} of {Committee} {Decisions} with {Heterogeneous} {Tastes} and {Ideological} {Bias}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Adaptive management and the future of environmental law",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Using control data to determine the reliability of volunteered geographic information about land cover",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Integrated} {Business} {Intelligence} {Model} for {Automotive} {Component} {Manufacturers} in {South} {Africa}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Agenda: {Faculty} of {Health} {Sciences} {Graduate} {Policy} and {Curriculum} {Council}, {February} 20, 2013",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Why risk communicators should care about the fairness and competence of their public engagement processes",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The perfect model for the perfect storm: creating an effective state to grassroots comprehensive public health and medical strategic communication model",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"From justification to evaluation: {Building} information modeling for asset owners",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Knowledge-based estimation of edible fern harvesting sites in mountainous communities of northeastern {Japan}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Operations} {Strategy} {Model} of the {Implementation} of {ICT}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {OSIRIS} weight of evidence approach: {ITS} for skin sensitisation",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"What is privacy worth?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Problems and dilemmas in decision-making in industry, mine \& trade organization of {West} {Azerbaijan} {Province}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Adapting habitat equivalency analysis ({HEA}) to assess environmental loss and compensatory restoration following severe forest fires",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Accelerating out of the recession: new approaches to executing {RIM} {Program} strategies",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Australasian {Marketing} {Journal}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Analyzing the {Effect} of {Collaborative} {Cost} {Management} in {Supply} {Chain} by {Case}-{Based} {Reasoning}.",2013,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"A comparative survey of chemistry-driven in silico methods to identify hazardous substances under {REACH}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Hydro-environmental analysis: freshwater environments",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Accuracy of aggregate data in distributed project settings: model, analysis and implications",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
