"BIBTEXKEY","TITLE","method_focus","sentence_length","full_sentence_with_ref","sentence","bib_reference"
"yen_modeling_2019","Modeling biodiversity benchmarks in variable environments","General Methodology",119,"title: modeling biodiversity benchmarks in variable environments      annotation: export date: 05 may 2024; cited by: 9 [@yen_modeling_2019]","title: modeling biodiversity benchmarks in variable environments      annotation: export date: 05 may 2024; cited by: 9","[@yen_modeling_2019]"
"hinkel_meeting_2019","Meeting user needs for sea level rise information: a decision analysis perspective","General Methodology",145,"title: meeting user needs for sea level rise information: a decision analysis perspective      annotation: export date: 05 may 2024; cited by: 98 [@hinkel_meeting_2019]","title: meeting user needs for sea level rise information: a decision analysis perspective      annotation: export date: 05 may 2024; cited by: 98","[@hinkel_meeting_2019]"
"turskis_information_2019","Information security risk assessment in critical infrastructure: a hybrid {MCDM} approach","General Methodology",152,"title: information security risk assessment in critical infrastructure: a hybrid {mcdm} approach      annotation: export date: 05 may 2024; cited by: 65 [@turskis_information_2019]","title: information security risk assessment in critical infrastructure: a hybrid {mcdm} approach      annotation: export date: 05 may 2024; cited by: 65","[@turskis_information_2019]"
"harnan_tumour_2019","Tumour profiling tests to guide adjuvant chemotherapy decisions in early breast cancer: a systematic review and economic analysis","General Methodology",192,"title: tumour profiling tests to guide adjuvant chemotherapy decisions in early breast cancer: a systematic review and economic analysis      annotation: export date: 05 may 2024; cited by: 27 [@harnan_tumour_2019]","title: tumour profiling tests to guide adjuvant chemotherapy decisions in early breast cancer: a systematic review and economic analysis      annotation: export date: 05 may 2024; cited by: 27","[@harnan_tumour_2019]"
"akbari_information_2019","From information seeking behavior to knowledge seeking behavior: analysis of conceptual and theoretical evolution","General Methodology",175,"title: from information seeking behavior to knowledge seeking behavior: analysis of conceptual and theoretical evolution      annotation: export date: 05 may 2024; cited by: 0 [@akbari_information_2019]","title: from information seeking behavior to knowledge seeking behavior: analysis of conceptual and theoretical evolution      annotation: export date: 05 may 2024; cited by: 0","[@akbari_information_2019]"
"arhonditsis_castles_2019","Castles built on sand or predictive limnology in action? {Part} a: evaluation of an integrated modelling framework to guide adaptive management implementation in lake erie","General Methodology",170,"{part} a: evaluation of an integrated modelling framework to guide adaptive management implementation in lake erie      annotation: export date: 05 may 2024; cited by: 26 [@arhonditsis_castles_2019]","{part} a: evaluation of an integrated modelling framework to guide adaptive management implementation in lake erie      annotation: export date: 05 may 2024; cited by: 26","[@arhonditsis_castles_2019]"
"awasthi_handbook_2019","Handbook of research on interdisciplinary approaches to decision making for sustainable supply chains","General Methodology",125,"title: handbook of research on interdisciplinary approaches to decision making for sustainable supply chains      annotation: [@awasthi_handbook_2019]","title: handbook of research on interdisciplinary approaches to decision making for sustainable supply chains      annotation:","[@awasthi_handbook_2019]"
"kim_leveraging_2019","Leveraging cumulative network meta-analysis and value of information analysis to understand the evolving value of medical research","Decision Analysis",192,"title: leveraging cumulative network meta-analysis and value of information analysis to understand the evolving value of medical research      annotation: export date: 05 may 2024; cited by: 5 [@kim_leveraging_2019]","title: leveraging cumulative network meta-analysis and value of information analysis to understand the evolving value of medical research      annotation: export date: 05 may 2024; cited by: 5","[@kim_leveraging_2019]"
"luan_structure_2019","The structure of public-private sector collaboration in travel information markets: a game theoretic analysis","General Methodology",171,"title: the structure of public-private sector collaboration in travel information markets: a game theoretic analysis      annotation: export date: 05 may 2024; cited by: 3 [@luan_structure_2019]","title: the structure of public-private sector collaboration in travel information markets: a game theoretic analysis      annotation: export date: 05 may 2024; cited by: 3","[@luan_structure_2019]"
"varouchakis_decision-making_2019","A decision-making framework for sustainable management of groundwater resources under uncertainty: combination of bayesian risk approach and statistical tools","Bayesian",239,"title: a decision-making framework for sustainable management of groundwater resources under uncertainty: combination of bayesian risk approach and statistical tools    keywords: bayesian  annotation: export date: 05 may 2024; cited by: 10 [@varouchakis_decision-making_2019]","title: a decision-making framework for sustainable management of groundwater resources under uncertainty: combination of bayesian risk approach and statistical tools    keywords: bayesian  annotation: export date: 05 may 2024; cited by: 10","[@varouchakis_decision-making_2019]"
